index,Topics
MED-4483,"['adult', 'aged', 'ascorbic acid / blood', 'carcinogens / administration &amp; dosage', 'carcinogens / metabolism', 'carcinogens / toxicity', 'diet / adverse effects', 'dimethylnitrosamine / administration &amp; dosage', 'dimethylnitrosamine / metabolism', 'dimethylnitrosamine / toxicity', 'europe', 'female', 'gastrointestinal neoplasms / blood', 'gastrointestinal neoplasms / chemically induced', 'gastrointestinal neoplasms / epidemiology', 'humans', 'incidence', 'iron, dietary / administration &amp; dosage', 'iron, dietary / adverse effects', 'male', 'meat / adverse effects', 'middle aged', 'neoplasms / blood', 'neoplasms / chemically induced', 'neoplasms / epidemiology', 'nitrites / administration &amp; dosage', 'nitrites / metabolism', 'nitrites / toxicity', 'nitroso compounds / administration &amp; dosage', 'nitroso compounds / metabolism', 'nitroso compounds / toxicity', 'prospective studies', 'rectal neoplasms / blood', 'rectal neoplasms / chemically induced', 'rectal neoplasms / epidemiology', 'risk', 'united kingdom / epidemiology']"
MED-4484,"['adult', 'aged', 'case-control studies', 'feeding behavior', 'female', 'humans', 'life style', 'male', 'meat / adverse effects', 'middle aged', 'neoplasms / etiology', 'odds ratio', 'risk factors', 'social class', 'sodium chloride / adverse effects', 'sodium, dietary / adverse effects', 'surveys and questionnaires']"
MED-4485,"['carcinoma, transitional cell / etiology', 'databases as topic', 'diet / adverse effects', 'female', 'food handling', 'humans', 'male', 'meat / adverse effects', 'middle aged', 'nitrates / adverse effects', 'nitrites / adverse effects', 'surveys and questionnaires', 'urinary bladder neoplasms / etiology']"
MED-4486,"['adult', 'case-control studies', 'endometrial neoplasms / epidemiology', 'endometrial neoplasms / etiology', 'female', 'follow-up studies', 'humans', 'meat / adverse effects', 'middle aged', 'ontario / epidemiology', 'prognosis', 'prospective studies', 'risk factors', 'survival rate']"
MED-4487,"['colorectal neoplasms / epidemiology', 'colorectal neoplasms / etiology', 'female', 'food handling', 'humans', 'male', 'meat / adverse effects', 'pigmentation', 'prospective studies', 'publication bias']"
MED-4488,"['alzheimer disease / chemically induced', 'alzheimer disease / epidemiology', 'alzheimer disease / mortality', 'alzheimer disease / prevention &amp; control', 'animals', 'diabetes mellitus / chemically induced', 'diabetes mellitus / epidemiology', 'diabetes mellitus / mortality', 'diabetes mellitus / prevention &amp; control', 'environmental exposure / adverse effects', 'environmental exposure / statistics &amp; numerical data', 'fatty liver / chemically induced', 'fatty liver / epidemiology', 'fatty liver / mortality', 'fatty liver / prevention &amp; control', 'fertilizers / poisoning', 'foodborne diseases / complications', 'humans', 'nitrites / poisoning', 'nitrosamines / metabolism', 'nitrosamines / poisoning']"
MED-4489,"['adult', 'animals', 'child', 'diet', 'humans', 'infant', 'meat', 'meat products', 'nitrates / adverse effects', 'nitrates / metabolism', 'nitrites / adverse effects', 'nitrites / metabolism', 'nitrosamines / adverse effects', 'soil', 'stomach neoplasms / chemically induced', 'vegetables', 'water supply']"
MED-4490,"['animal feed', 'animals', 'animals, domestic', 'dimethylnitrosamine / adverse effects', 'fishes', 'food handling', 'formaldehyde', 'meat', 'nitrites', 'sheep']"
MED-4491,"['animals', 'diet', 'food handling / methods', 'humans', 'meat / analysis', 'nutritive value', 'swine']"
MED-4492,"['brain neoplasms / etiology', 'child', 'diet / adverse effects', 'female', 'food preservation', 'humans', 'meat / adverse effects', 'nitroso compounds / adverse effects', 'pregnancy', 'prenatal exposure delayed effects', 'risk factors']"
MED-4493,"['amines / administration &amp; dosage', 'amines / adverse effects', 'animals', 'carcinogens / administration &amp; dosage', 'colorectal neoplasms / epidemiology', 'colorectal neoplasms / etiology', 'dietary fats / administration &amp; dosage', 'dietary fats / adverse effects', 'dietary proteins / administration &amp; dosage', 'dietary proteins / adverse effects', 'epidemiologic studies', 'evidence-based medicine', 'feeding behavior', 'humans', 'meat products / adverse effects', 'nitroso compounds / administration &amp; dosage', 'nitroso compounds / adverse effects', 'risk factors']"
MED-4494,"['adolescent', 'adult', 'aged', 'diabetes mellitus / epidemiology', 'diabetes mellitus / etiology', 'diet / adverse effects', 'energy intake', 'female', 'follow-up studies', 'food handling', 'food, preserved / adverse effects', 'humans', 'incidence', 'indians, north american', 'interviews as topic', 'male', 'meat / adverse effects', 'meat products / adverse effects', 'middle aged', 'nutrition assessment', 'prospective studies', 'risk factors', 'rural population', 'surveys and questionnaires', 'united states', 'young adult']"
MED-4495,"['athletic performance / physiology', 'beverages', 'bicycling / physiology', 'blood pressure', 'cross-over studies', 'dietary supplements', 'humans', 'male', 'nitrates / therapeutic use', 'nitrites / blood', 'young adult']"
MED-4496,"['adult', 'aged', 'coronary disease / epidemiology', 'coronary disease / prevention &amp; control', 'diet', 'female', 'fruit', 'humans', 'incidence', 'male', 'middle aged', 'multivariate analysis', 'prospective studies', 'risk factors', 'surveys and questionnaires', 'united states / epidemiology', 'vegetables']"
MED-4497,"['beta vulgaris', 'breast neoplasms / pathology', 'colon / pathology', 'color', 'female', 'humans', 'lung neoplasms / pathology', 'lung neoplasms / secondary', 'middle aged', 'pleural neoplasms / pathology', 'pleural neoplasms / secondary']"
MED-4498,"['bacteremia / drug therapy', 'bacteremia / microbiology', 'chemotherapy, adjuvant', 'critical illness', 'drug resistance, multiple, bacterial', 'garlic', 'humans', 'infant', 'male', 'phytotherapy', 'plant preparations / pharmacology', 'plant preparations / therapeutic use', 'pneumonia / drug therapy', 'pneumonia / microbiology', 'pseudomonas infections / drug therapy', 'pseudomonas infections / microbiology', 'pseudomonas aeruginosa']"
MED-4499,"['allyl compounds / pharmacology', 'anti-bacterial agents / pharmacology', 'antioxidants / pharmacology', 'campylobacter jejuni / chemistry', 'campylobacter jejuni / drug effects', 'campylobacter jejuni / growth &amp; development', 'campylobacter jejuni / ultrastructure', 'garlic / chemistry', 'garlic / metabolism', 'microscopy, electron', 'spectroscopy, fourier transform infrared', 'spectrum analysis, raman', 'sulfides / pharmacology', 'sulfur / pharmacology']"
MED-4500,"['adolescent', 'adult', 'animals', 'chromatography, high pressure liquid', 'female', 'humans', 'in vitro techniques', 'jejunum / metabolism', 'liver / metabolism', 'male', 'mass spectrometry', 'pigments, biological / pharmacokinetics', 'pigments, biological / urine', 'rats', 'rats, wistar', 'spectrophotometry, ultraviolet', 'vegetables / metabolism']"
MED-4501,"['adolescent', 'adult', 'animals', 'chromatography, high pressure liquid', 'female', 'humans', 'in vitro techniques', 'jejunum / metabolism', 'liver / metabolism', 'male', 'mass spectrometry', 'pigments, biological / pharmacokinetics', 'pigments, biological / urine', 'rats', 'rats, wistar', 'spectrophotometry, ultraviolet', 'vegetables / metabolism']"
MED-4502,"['diet', 'drinking', 'humans', 'kidney calculi / etiology', 'kidney calculi / prevention &amp; control', 'life style', 'risk factors']"
MED-4503,"['adult', 'cyclic gmp / blood', 'dietary supplements', 'double-blind method', 'exercise', 'humans', 'ion channels / metabolism', 'male', 'mitochondria / metabolism', 'mitochondrial proteins / metabolism', 'nitrates / blood', 'nitrates / pharmacology', 'nitrites / blood', 'oxidative phosphorylation', 'oxygen consumption / drug effects', 'uncoupling protein 3']"
MED-4504,"['administration, oral', 'beta vulgaris / chemistry', 'beverages', 'dietary supplements', 'gait / drug effects', 'gait / physiology', 'humans', 'male', 'nitrates / administration &amp; dosage', 'oxygen consumption / drug effects', 'oxygen consumption / physiology', 'plant extracts / administration &amp; dosage', 'running / physiology', 'walking / physiology', 'young adult']"
MED-4505,"['adult', 'aldosterone / blood', 'dietary supplements', 'double-blind method', 'exercise / physiology', 'exercise test', 'heart rate / drug effects', 'humans', 'nitrates / administration &amp; dosage', 'nitrates / adverse effects', 'oxygen consumption / drug effects', 'oxygen consumption / physiology', 'physical exertion / drug effects', 'pulmonary ventilation / drug effects', 'renin / blood', 'renin-angiotensin system / drug effects']"
MED-4506,"['athletic performance / physiology', 'beverages', 'bicycling / physiology', 'blood pressure', 'cross-over studies', 'dietary supplements', 'humans', 'male', 'nitrates / therapeutic use', 'nitrites / blood', 'young adult']"
MED-4507,"['adult', 'analysis of variance', 'anti-bacterial agents / pharmacology', 'bacteria / drug effects', 'bacteria / metabolism', 'chlorhexidine / analogs &amp; derivatives', 'chlorhexidine / pharmacology', 'cross-over studies', 'humans', 'middle aged', 'mouth / drug effects', 'mouth / microbiology', 'mouthwashes / pharmacology', 'nitrates / administration &amp; dosage', 'nitrates / analysis', 'nitrates / blood', 'nitrates / metabolism', 'nitric oxide / metabolism', 'nitrites / analysis', 'nitrites / blood', 'nitrites / metabolism', 'saliva / chemistry', 'young adult']"
MED-4508,"['adult', 'cyclic gmp / blood', 'dietary supplements', 'double-blind method', 'exercise', 'humans', 'ion channels / metabolism', 'male', 'mitochondria / metabolism', 'mitochondrial proteins / metabolism', 'nitrates / blood', 'nitrates / pharmacology', 'nitrites / blood', 'oxidative phosphorylation', 'oxygen consumption / drug effects', 'uncoupling protein 3']"
MED-4509,"['adult', 'aged', 'biomarkers / blood', 'cardiovascular diseases / blood', 'cardiovascular diseases / etiology', 'cardiovascular diseases / prevention &amp; control', 'dietary supplements', 'dyslipidemias / blood', 'dyslipidemias / complications', 'dyslipidemias / diet therapy', 'female', 'humans', 'lipids / blood', 'male', 'middle aged', 'plant proteins, dietary / therapeutic use', 'prognosis', 'randomized controlled trials as topic', 'soybean proteins / therapeutic use']"
MED-4510,"['adolescent', 'adult', 'aged', 'cardiovascular diseases / diet therapy', 'cholesterol, hdl / blood', 'cholesterol, ldl / blood', 'confidence intervals', 'diet', 'fabaceae / chemistry', 'female', 'humans', 'hypercholesterolemia / diet therapy', 'isoflavones / pharmacology', 'linear models', 'male', 'middle aged', 'plant proteins, dietary / administration &amp; dosage', 'randomized controlled trials as topic', 'triglycerides / blood', 'young adult']"
MED-4511,"['administration, sublingual', 'diet', 'diet, vegetarian', 'dietary supplements', 'female', 'humans', 'male', 'methylmalonic acid / analysis', 'methylmalonic acid / urine', 'middle aged', 'nutritional status', 'probiotics / administration &amp; dosage', 'tablets', 'vitamin b 12 / administration &amp; dosage', 'vitamin b 12 / blood', 'vitamin b 12 / metabolism', 'vitamin b 12 deficiency / prevention &amp; control', 'yeasts']"
MED-4512,"['administration, oral', 'attitude of health personnel', 'canada', 'drug utilization', 'family practice', 'female', 'geriatrics', 'health care surveys', 'hematology', 'humans', 'male', 'practice patterns, physicians&#39;', 'vitamin b 12 / administration &amp; dosage', 'vitamin b complex / administration &amp; dosage']"
MED-4513,"['adolescent', 'adult', 'aged', 'aged, 80 and over', 'discriminant analysis', 'erythrocytes / chemistry', 'female', 'folic acid / blood', 'homocysteine / blood', 'humans', 'kidney diseases / blood', 'kidney diseases / complications', 'kidney diseases / physiopathology', 'kidney function tests', 'linear models', 'male', 'methylmalonic acid / blood', 'middle aged', 'predictive value of tests', 'roc curve', 'reference values', 'transcobalamins / analysis', 'vitamin b 12 / blood', 'vitamin b 12 deficiency / blood', 'vitamin b 12 deficiency / complications', 'vitamin b 12 deficiency / diagnosis', 'young adult']"
MED-4514,"['adult', 'animals', 'cardiovascular diseases / mortality', 'cause of death', 'diet, carbohydrate-restricted', 'dietary fats / administration &amp; dosage', 'dietary proteins / administration &amp; dosage', 'female', 'follow-up studies', 'humans', 'male', 'middle aged', 'neoplasms / mortality', 'plant proteins, dietary / administration &amp; dosage', 'young adult']"
MED-4515,"['blood glucose / analysis', 'blood pressure', 'c-reactive protein / analysis', 'caloric restriction', 'cholesterol, ldl / blood', 'diet, carbohydrate-restricted', 'dietary carbohydrates / administration &amp; dosage', 'dietary proteins / administration &amp; dosage', 'female', 'humans', 'hyperlipidemias / blood', 'insulin / blood', 'insulin resistance', 'lipids / blood', 'male', 'middle aged', 'overweight / complications', 'overweight / diet therapy', 'plant proteins, dietary / administration &amp; dosage', 'weight loss']"
MED-4516,"['antioxidants / administration &amp; dosage', 'antioxidants / metabolism', 'cross-over studies', 'diet', 'feces', 'female', 'humans', 'intestinal mucosa / metabolism', 'male', 'middle aged']"
MED-4517,"['adolescent', 'adult', 'aged', 'colonic neoplasms / etiology', 'constipation / complications', 'dietary fiber / administration &amp; dosage', 'feces', 'female', 'gastrointestinal transit', 'humans', 'male', 'middle aged', 'risk', 'sex factors']"
MED-4518,"['adult', 'antioxidants / metabolism', 'diet records', 'feces / chemistry', 'female', 'humans', 'male', 'middle aged']"
MED-4519,"['antioxidants / administration &amp; dosage', 'blood glucose', 'blood pressure', 'c-reactive protein / analysis', 'cardiovascular diseases / prevention &amp; control', 'choice behavior', 'cross-over studies', 'diet', 'dietary fiber / administration &amp; dosage', 'endothelium, vascular / metabolism', 'endothelium, vascular / physiology', 'feeding behavior', 'female', 'food preferences', 'fruit', 'humans', 'male', 'middle aged', 'risk factors', 'vegetables', 'alpha-tocopherol / blood', 'gamma-glutamyltransferase / blood']"
